,HR_UID,HSDA_Name,HSDPOP,peer_group,peer_char,HA_Name,Population density per square kilometre,15 to 64 years,65 years and over,Median age of the population,Average household size,Median total income of households in 2015 ($),Median after-tax income of households in 2015 ($),Single-detached house prop,Married or living common law prop,Not married and not living common law prop,Owner prop,Renter prop,One person or fewer per room prop,More than 1 person per room prop,Suitable prop,Not suitable prop,"No certificate, diploma or degree prop",Secondary (high) school diploma or equivalency certificate prop,"Postsecondary certificate, diploma or degree prop",In the labour force prop,Employed prop,Unemployed prop,Not in the labour force prop,"Car, truck, van - as a driver prop",Non-movers prop,Movers prop,amenity_dense,prox_idx_emp_HSDwt,prox_idx_pharma_HSDwt,prox_idx_childcare_HSDwt,prox_idx_health_HSDwt,prox_idx_grocery_HSDwt,prox_idx_educpri_HSDwt,prox_idx_educsec_HSDwt,prox_idx_lib_HSDwt,prox_idx_parks_HSDwt,prox_idx_transit_HSDwt,prox_idx_emp_HSDmed,prox_idx_pharma_HSDmed,prox_idx_childcare_HSDmed,prox_idx_health_HSDmed,prox_idx_grocery_HSDmed,prox_idx_educpri_HSDmed,prox_idx_educsec_HSDmed,prox_idx_lib_HSDmed,prox_idx_parks_HSDmed,prox_idx_transit_HSDmed,Arthritis (15 years and over),Asthma,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Breast milk feeding initiation,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Current smoker, daily","Current smoker, daily or occasional",Diabetes,"Exclusive breastfeeding, at least 6 months",Has a regular healthcare provider,Heavy drinking,High blood pressure,Influenza immunization in the past 12 months,"Life satisfaction, satisfied or very satisfied",Mood disorder,"Perceived health, fair or poor","Perceived health, very good or excellent","Perceived life stress, most days quite a bit or extremely stressful","Perceived mental health, fair or poor","Perceived mental health, very good or excellent","Physical activity, 150 minutes per week, adult (18 years and over)","Physical activity, average 60 minutes per day, youth (12 to 17 years old)","Sense of belonging to local community, somewhat strong or very strong",GEO_NAME,count,count_prop
0,5942,Central Vancouver Island,270229.0,C,Urban-rural mix,Vancouver Island,22.2,60.8,25.5,50.3,2.2,62238.0,55443.0,0.6864571864148387,0.6023531928548508,0.3976254144828324,0.7472029157484319,0.2502119003220885,0.992964909306662,0.0069927106289201565,0.971519389701208,0.02848061029879212,0.1681306826937895,0.2955991458071902,0.536314202056227,0.5610813904849966,0.9212116456093542,0.07882759161892804,0.4389186095150034,0.8131191051708612,0.8486883525708291,0.1513307259372317,0.0589010989010989,0.0028289902620659336,0.003437936900252325,0.006786128767883539,0.0019287863397887235,0.0036770035041074852,0.01027987287123858,0.015564973251334184,0.005572496434586766,0.012972307354753784,0.0007704505004484997,0.0045,0.0237,0.0204,0.002,0.0399,0.0565,0.0846,0.0753,0.0447,0.0015,25.8,9.3,23.7,39.7,26.8,92.1,6.0,9.1,12.6,5.9,49.1,87.9,19.8,17.8,36.4,92.9,11.6,13.8,56.5,18.6,10.3,66.8,65.3,60.0,72.4,Central Vancouver Island Health Service Delivery Area,28,0.00010361582213604017
1,5911,East Kootenay,81058.0,D,Rural,Interior,1.8,63.5,21.0,46.4,2.3,71383.0,62283.0,0.7049441786283892,0.6368081795954657,0.3631918204045344,0.7806152060359838,0.2188044109112014,0.9940510737086478,0.005948926291352292,0.9791062100986652,0.02089378990133488,0.16965643052599574,0.29515050167224083,0.5351930678017635,0.626149752945648,0.9210877746752458,0.07879082190117763,0.3739262637780312,0.7906810035842294,0.8623408518063724,0.13765914819362762,0.029567053854276663,0.0004089153963486718,0.0009610052569075443,0.000861723876574134,0.0005448207098649094,0.0013075982647206238,0.0036245483126150866,0.002900336274553516,0.002573708977274107,0.0020415337578309797,0.00013834745848583226,0.0016,0.0257,0.0163,0.0028,0.0417,0.05105,0.0557,0.0765,0.0303,0.0049,24.1,7.8,30.4,35.9,,100.0,4.8,11.9,17.3,8.5,,82.9,24.4,18.6,31.2,91.6,8.0,14.5,61.8,17.3,8.6,67.9,71.9,73.3,76.5,East Kootenay Health Service Delivery Area,18,0.0002220632139949172
2,5921,Fraser East,300097.0,B,Moderate urban,Fraser,26.1,63.9,18.0,41.2,2.7,69321.0,61172.0,0.5216508170990675,0.600961836157609,0.3990175235814981,0.7310924369747899,0.2666912919013759,0.978300013851055,0.02169998614894501,0.9527217323052772,0.04727826769472275,0.20751025962703865,0.3393863360904973,0.4531459312339195,0.6339492653469136,0.9328838800563494,0.06711611994365063,0.3660507346530864,0.8444680098974903,0.8453111305872042,0.15470639789658194,0.09306378529104216,0.0029736871349458666,0.003076470016848429,0.0043583785380835825,0.001182840966778412,0.002796979019830727,0.010081723558545691,0.004471834212373482,0.004083903851780069,0.006252365255923837,0.0006169266012079541,0.0101,0.0239,0.0304,0.0037,0.035,0.0683,0.0573,0.0745,0.0389,0.0027,20.6,10.6,28.1,39.5,17.1,95.1,6.1,9.1,12.1,7.1,44.5,87.4,14.0,19.5,34.8,91.9,10.2,14.3,57.5,22.2,9.6,66.1,61.8,59.4,72.5,Fraser East Health Service Delivery Area,521,0.0017361053259446113
3,5922,Fraser North,648457.0,H,Large urban,Fraser,226.4,70.3,14.7,40.9,2.5,73084.0,63682.0,0.3081933699442819,0.5770926732272229,0.4229165324176785,0.6793473903631845,0.3206325663433015,0.9687731745936304,0.031206782514581206,0.9297282129399504,0.0702717870600497,0.12882462686567164,0.29379664179104475,0.5773694029850747,0.6632742537313433,0.941662095832806,0.05835196827138096,0.33671641791044776,0.6774608028104873,0.8458747562573922,0.1541332353035195,0.2453259221829207,0.022333637017515614,0.01623402579185889,0.026787096380651937,0.008499374977595175,0.023202523448458457,0.03996852176708463,0.042301491323116266,0.012323242102804324,0.014429070075361126,0.006613486896500672,0.057999999999999996,0.0342,0.0682,0.0166,0.05945,0.1109,0.1198,0.0693,0.0359,0.013000000000000001,15.1,7.2,22.1,33.8,27.0,99.2,2.8,6.3,11.3,5.5,56.3,82.8,16.1,14.9,30.9,91.4,9.0,11.2,58.5,20.4,9.1,64.2,59.3,64.9,65.8,Fraser North Health Service Delivery Area,440,0.0006785338118024788
4,5923,Fraser South,780984.0,H,Large urban,Fraser,937.8,66.9,15.7,40.3,2.9,79638.0,69572.0,0.40120225654305,0.6036800641351773,0.3963199358648228,0.7346021529242037,0.2653053675137795,0.9569415159249806,0.043058484075019415,0.9283653312617912,0.07163466873820885,0.1745334022848009,0.3251610173475624,0.5003055803676367,0.6528763731528059,0.9401853007536844,0.059814699246315585,0.34712362684719417,0.7661130854432567,0.8507883470815496,0.14921165291845045,0.15786924939467312,0.020259332260985245,0.012018154385737707,0.02210899211234441,0.005514696988444303,0.01335650850111418,0.040043823841973934,0.0542365660656197,0.011667749248643264,0.03375423552416894,0.0035476354957219764,0.0381,0.0226,0.0434,0.0068,0.0363,0.0811,0.11395,0.0707,0.06005,0.0056,17.2,5.6,26.7,36.3,24.8,97.7,1.9,5.7,8.8,6.2,49.4,83.0,18.0,15.7,34.8,91.2,8.0,10.5,62.1,23.7,6.4,69.3,59.0,61.6,73.2,Fraser South Health Service Delivery Area,706,0.0009039877897626584
5,5912,Kootenay-Boundary,78456.0,C,Urban-rural mix,Interior,2.8,62.8,23.1,49.2,2.1,57982.0,51624.0,0.7652575587905935,0.5990065979687152,0.4009934020312848,0.7787721996923507,0.22122780030764927,0.9949657390574744,0.005034260942525521,0.9765067822682142,0.023493217731785764,0.16505886821116594,0.2767945309532852,0.5581466008355488,0.5883782757311052,0.9137619416473018,0.08623805835269817,0.4116217242688948,0.7923985946981795,0.8649198844234305,0.1351457840819543,0.12726506531816267,0.00026445919783184686,0.0008883561727119078,0.0011254033876047231,0.0002753517102175314,0.0014229147667627275,0.0037750325939076078,0.004460577651860582,0.002906975704197285,0.0013369129212382573,0.0001324815008464285,0.0014,0.021,0.02265,0.0016,0.04475,0.06905,0.08895,0.098,0.02575,0.0011,31.0,8.0,26.2,35.7,,100.0,7.3,11.5,17.0,4.8,,86.2,26.6,16.7,28.8,91.9,11.4,14.5,58.8,17.2,11.9,59.4,67.9,80.1,76.5,Kootenay-Boundary Health Service Delivery Area,13,0.00016569797083715714
6,5933,North Shore/Coast Garibaldi,283549.0,H,Large urban,Vancouver Coastal,5.5,65.2,19.7,45.2,2.4,77259.0,66984.0,0.4882214117142244,0.595511201291979,0.4044680939169324,0.7058243266426488,0.2898438840281352,0.982072396637502,0.01788471435923829,0.9514496483101732,0.04855035168982673,0.10768548999746773,0.2538406347598548,0.6384738752426775,0.6426868128389642,0.9427023477261534,0.057297652273846665,0.3573342899951463,0.6939072152460936,0.849195336012543,0.15082268557732162,0.1478074210364919,0.008719157478320706,0.00858205445588702,0.013318758761776014,0.004652360908478002,0.010295819674177866,0.014671332895764725,0.02281330782237093,0.008049883978925365,0.011508226438179751,0.0028758076886033625,0.0071,0.0229,0.039650000000000005,0.0054,0.0443,0.0753,0.11699999999999999,0.0745,0.0423,0.0066,17.7,6.6,15.6,33.9,21.4,93.6,2.3,6.0,11.0,4.8,39.1,84.6,19.5,14.3,31.8,95.4,7.0,10.4,65.4,20.0,7.0,70.8,71.7,73.9,77.2,North Shore/Coast Garibaldi Health Service Delivery Area,265,0.0009345827352591616
7,5943,North Vancouver Island,120556.0,C,Urban-rural mix,Vancouver Island,3.0,62.0,23.4,49.3,2.2,62649.0,55727.0,0.6735449245859165,0.6077641984184039,0.392235801581596,0.7470626329910259,0.25006938662225925,0.9943560325684678,0.0056439674315321995,0.9764063656550704,0.02359363434492968,0.1771786465723932,0.3007290698243382,0.5220433527425747,0.5822283113959975,0.911757290528616,0.08824270947138416,0.41777168860400254,0.7790072073901126,0.8493991091688378,0.1506008908311623,0.0579185520361991,0.0010517656700718247,0.001174397041836333,0.002675561463852197,0.0007327536605984758,0.0009317870948174061,0.005718909015816885,0.005316876633475514,0.0023419663011983675,0.005058227295900258,0.00024680003355683064,0.0049,0.0163,0.0241,0.0026,0.04325,0.0542,0.0614,0.0898,0.04665,0.0022,26.4,10.7,28.0,35.3,23.0,100.0,6.3,10.6,14.8,7.1,45.2,89.7,19.8,14.2,38.4,93.6,8.7,12.6,61.4,18.0,7.0,70.5,68.6,48.9,76.1,North Vancouver Island Health Service Delivery Area,59,0.0004893991174226086
8,5951,Northwest,71260.0,D,Rural,Northern,0.3,66.7,14.9,41.0,2.5,71843.0,62927.0,0.7139881985421729,0.5853031860226104,0.4146968139773895,0.7253778009379885,0.2607260726072607,0.9848879624804586,0.015112037519541427,0.9560535000868507,0.0441202014938336,0.2477199687309997,0.2912359940936333,0.461044037175367,0.6615999305133328,0.8733097019824078,0.12669029801759224,0.3383132111526101,0.7682809493264914,0.863308324401572,0.13662022150768133,0.0,0.0008577678056516717,0.0014527050893886958,0.00361466911764706,0.0010076816608996539,0.002822165873702421,0.00872184292099192,0.006773589604959632,0.005090218425605539,0.001490340253748558,0.0,0.0012,0.0277,0.0296,0.0022,0.0442,0.0514,0.0709,0.0834,0.0208,,24.3,7.7,32.5,29.8,,100.0,5.2,9.1,17.8,6.8,37.7,90.5,22.7,17.6,27.6,93.6,10.2,12.3,58.6,21.8,8.8,60.5,62.0,68.7,82.0,North West Health Service Delivery Area,14,0.00019646365422396856
9,5953,Northeast,66936.0,A,Rural,Northern,0.4,68.7,10.0,34.3,2.5,93963.0,79626.0,0.6613454960091221,0.6078908002991773,0.3922026925953628,0.7032110963328899,0.2812084362530876,0.9844195325859776,0.01558046741402242,0.9566787003610108,0.04332129963898917,0.2411646394023561,0.31299683938320083,0.4460300737477253,0.7287875885845624,0.8777923784494087,0.12207621550591327,0.271308178509864,0.8557581731559061,0.8284204884771457,0.1715795115228543,0.06270096463022508,0.0012356632064590555,0.0023023875432525947,0.00494366565743945,0.0013716144031141874,0.0024272642733564023,0.010464298587081885,0.00828001946366782,0.0037509796712802772,0.0019930756199538647,0.0003171626297577853,0.003,0.0247,0.0331,0.0078,0.0508,0.0659,0.0844,0.0729,0.0192,0.0025,16.6,9.2,37.6,34.4,29.5,97.7,,16.1,21.1,6.0,54.7,78.0,25.0,17.1,15.5,92.7,11.0,11.6,59.0,22.5,8.1,69.0,62.9,56.5,73.9,Northeast Health Service Delivery Area,15,0.0002240946575833632
10,5952,Northern Interior,139244.0,D,Rural,Northern,0.8,67.3,15.2,41.1,2.4,74553.0,64538.0,0.6841420015623644,0.5888193395208289,0.41109432333261386,0.7359652928416486,0.2534490238611713,0.9903687635574836,0.00963123644251627,0.9700650759219088,0.029848156182212583,0.22866429481266745,0.3187508235604164,0.4525848816269161,0.6681161329995169,0.8982315429623299,0.10170271514035896,0.3319277902226908,0.8450704225352113,0.8552367026137817,0.14476329738621824,0.01974483596597813,0.0036273734861591712,0.002591176470588234,0.012913189878892731,0.0024282489907727824,0.004371248558246828,0.01852983383794693,0.02635078647635525,0.004504570717993081,0.026211172505767027,0.001190466767589389,0.0016,0.02325,0.0323,0.002,0.03665,0.0609,0.0911,0.0757,0.0714,0.0054,24.3,7.2,31.6,35.4,30.1,90.8,5.4,12.1,15.9,7.0,46.3,81.7,20.0,17.4,31.8,92.2,11.3,13.5,56.4,22.4,8.5,63.8,67.6,56.4,75.0,Northern Interior Health Service Delivery Area,36,0.0002585389675677228
11,5913,Okanagan,362545.0,C,Urban-rural mix,Interior,17.4,62.1,24.3,48.6,2.3,65747.0,58116.0,0.5717558976344919,0.6020840325390356,0.3978999856163398,0.7396327492174137,0.2595927324361829,0.99338410895243,0.006583618408313432,0.973342799974182,0.02668947266507455,0.1652555608529107,0.3084814309434955,0.5262794482713269,0.6013447975405659,0.9244354530045382,0.07553720815790912,0.3986716425271672,0.8097589885420783,0.8414472275743952,0.15855277242560478,0.04972129319955407,0.005883965418708421,0.007229428414321583,0.009338522418528757,0.002791490997326286,0.006588918746934823,0.01599946498705026,0.014152543135419075,0.00832972631925953,0.012436773493621055,0.001239876568729574,0.0056,0.0248,0.0289,0.0024,0.05075,0.062,0.075,0.0745,0.0355,0.003,22.9,6.5,25.6,33.4,23.6,97.3,5.4,10.9,15.9,5.6,,82.8,24.1,18.9,34.0,93.6,8.6,11.1,63.2,18.2,7.8,70.1,64.5,57.1,71.7,Okanagan Health Service Delivery Area,122,0.00033650995048890484
